"time" "x" "y" "sx.a1" "sy.a1" "sx.a2" "sy.a2" "sx.b1" "sy.b1" "sx.b2" "sy.b2" "sx.c1" "sy.c1" "sx.c2" "sy.c2"
28.8 1.17952465426078 0.940913188387583 -12.0650325956071 -4.41956633927394 -0.475684742935739 -2.52556244627964 9.71839111444238 3.57280429091672 0.588499614920711 3.15882646265982 10.4134312669726 3.83815947617627 0.511013518276841 2.69176704579241
28.85 1.17957558218217 0.9409396262351 -12.0691661085037 -4.42165802248242 -0.475878369576581 -2.52572916506083 9.72119449972043 3.57424826351074 0.588779544489327 3.15911552899998 10.415963246224 3.83952198010339 0.511196332929014 2.69184005947465
28.9 1.17962624381473 0.9409659270441 -12.073278347731 -4.42373900480027 -0.476070960857199 -2.52589499563614 9.72398265997497 3.57568442029023 0.58905805628086 3.15940308103061 10.4184797674826 3.8408762455628 0.511378056826313 2.69191259769665
28.95 1.17967664052932 0.940992091501153 -12.0773694193685 -4.42580933887911 -0.476262522139095 -2.526059942715 9.7267556755057 3.5771128022039 0.589335157200888 3.15968912682571 10.4209809209654 3.84222231998792 0.511558696183902 2.69198466365868
29 1.17972677368999 0.941018120289722 -12.0814394290024 -4.42786907713439 -0.476453058757927 -2.52622401098112 9.72951362621317 3.5785334499999 0.589610854124476 3.15997367441248 10.4234667963954 3.84356025055959 0.511738257184247 2.69205626053609
29.05 1.17977664465396 0.941044014090177 -12.0854884817277 -4.42991827174617 -0.47664257602361 -2.52638720509273 9.73225659160047 3.57994640422657 0.589885153896272 3.16025673177165 10.4259374830041 3.84489008420717 0.511916745977253 2.69212739147957
29.1 1.17982625477168 0.9410697735798 -12.0895166821502 -4.43195697465992 -0.476831079220421 -2.52654952968266 9.73498465077499 3.58135170523334 0.590158063330604 3.16053830683784 10.4283930695335 3.84621186760964 0.512094168680406 2.69219805961538
29.15 1.17987560538686 0.941095399432797 -12.0935241343881 -4.43398523758729 -0.477018573607096 -2.52671098935859 9.73769788245012 3.58274939317153 0.590429589211579 3.1608184074999 10.4308336442391 3.84752564719678 0.512270531378911 2.69226826804563
29.2 1.17992469783649 0.941120892320303 -12.0975109420745 -4.43600311200695 -0.477205064416939 -2.52687158870315 9.74039636494698 3.58413950799514 0.59069973829318 3.16109704160123 10.4332592948916 3.8488314691502 0.512445840125838 2.6923380198485
29.25 1.1799735334509 0.941146252910395 -12.1014772083585 -4.43801064916533 -0.477390556857916 -2.52703133227407 9.74308017619613 3.58552208946175 0.590968517299365 3.16137421694011 10.4356701087798 3.85012937940453 0.512620100942258 2.69240731807851
29.3 1.18002211355376 0.941171481868099 -12.1054230359077 -4.44000790007748 -0.477575056112764 -2.52719022460441 9.74574939373927 3.58689717713327 0.59123593292416 3.16164994127005 10.4380661727126 3.8514194236485 0.512793319817382 2.69247616576671
29.35 1.1800704394621 0.941196579855399 -12.1093485269098 -4.4419949155278 -0.477758567339087 -2.52734827020264 9.74840409473094 3.58826481037678 0.591501991831764 3.16192422230009 10.4404475730217 3.85270164732606 0.512965502708706 2.69254456592099
29.4 1.1801185124864 0.941221547531247 -12.1132537830746 -4.4439717460709 -0.477941095669461 -2.52750547355283 9.75104435594024 3.58962502836537 0.591766700656644 3.16219706769515 10.4428143955634 3.85397609563747 0.513136655542147 2.69261252152627
29.45 1.18016633393057 0.941246385551571 -12.117138905636 -4.44593844203234 -0.478122646211531 -2.52766183911478 9.75367025375247 3.59097787007895 0.592030066003633 3.16246848507629 10.4451667257217 3.85524281354044 0.513306784212183 2.6926800355447
